"alcohol","density","free.sulfur.dioxide","residual.sugar","volatile.acidity","total.sulfur.dioxide","quality"
8.8,0.99807,45,13.9,0.19,155,1
10.4,0.99232,15,2,0.24,96,1
8.8,0.99807,45,13.9,0.19,155,1
10.0333333333333,0.99788,36,15.7,0.27,139,1
11.3,0.99108,39,1.2,0.28,141,1
10.4,0.99234,21,1.5,0.22,109,1
9.2,0.99288,36,1.2,0.27,106,1
11.1,0.99195,21,3.2,0.2,107,1
9.2,0.99288,36,1.2,0.27,106,1
11.3,0.99121,62,2.6,0.23,148,1
9.1,0.99839,61,13.2,0.31,148,1
9.4,0.99738,43,10.4,0.34,187,0
13.2,0.98963,14,5.7,0.36,73,1
12.7,0.98946,34,2.5,0.31,137,1
10.7,0.99178,31,1.6,0.28,148,0
11.4333333333333,0.99136,34,1.4,0.16,166,1
11.1,0.99323,48,7.4,0.31,169,1
12.7,0.98946,34,2.5,0.31,137,1
10.5333333333333,0.99313,35,5.6,0.29,178,0
11.6,0.9912,50,3.6,0.28,194,1
9.53333333333333,0.99504,44,7.5,0.23,179,0
9.8,0.99461,52,5.8,0.34,203,1
10.7,0.99178,31,1.6,0.28,148,0
12,0.99008,36,1.5,0.2,110,1
12.8,0.98959,30,2.9,0.24,123,1
9.5,0.99663,32,11.2,0.31,136,0
10.9333333333333,0.99334,36,9.65,0.29,119,1
9.1,0.99561,63,10.1,0.19,133,0
12.6,0.98959,16,3.2,0.29,117,1
9.5,0.99663,32,11.2,0.31,136,0
10.9,0.99418,29,11.45,0.3,109,1
10.9333333333333,0.99334,36,9.65,0.29,119,1
9.6,0.9937,16,4.5,0.22,115,0
9.3,0.99372,16,2.7,0.23,92,0
11.3666666666667,0.99157,23,3.5,0.23,112,1
12.5,0.98918,24,1.7,0.26,98,1
9.5,0.9932,46,2.1,0.35,171,0
11,0.99235,40,4.8,0.32,186,1
9.4,0.99373,17,5,0.34,133,0
11.3333333333333,0.9914,32,2.6,0.13,76,1
8.8,0.99494,9,6.6,0.315,126,0
9.4,0.99373,17,5,0.34,133,0
11.0666666666667,0.99332,33,7.3,0.31,143,1
12.2,0.99198,27,5,0.3,151,1
11,0.99142,31,1.7,0.24,110,1
11.3333333333333,0.9914,32,2.6,0.13,76,1
9.5,0.99542,51,8.2,0.26,182,0
9.5,0.99542,51,8.2,0.26,182,0
11,0.9924,54,5,0.27,170,1
11.2,0.99112,34,1.2,0.21,97,1
9.3,0.99534,28,7.1,0.26,100,1
10.8,0.99338,30,9.5,0.28,111,0
9.2,0.99804,39,15.8,0.25,167,0
9.4,0.99899,70,15.5,0.22,203,0
9.2,0.99804,39,15.8,0.25,167,0
10.5,0.99724,53,17.05,0.18,139,1
10.8,0.99526,60,12.7,0.2,143,1
9.4,0.99676,35,12.3,0.24,146,0
9.8,0.99699,55,11.8,0.27,173,0
9.8,0.99699,55,11.8,0.27,173,0
9.8,0.99699,55,11.8,0.27,173,0
9.4,0.99676,35,12.3,0.24,146,0
9.8,0.99699,55,11.8,0.27,173,0
12.1,0.99461,30,13.6,0.38,137,1
12.3,0.99116,40,5.2,0.43,176,1
9.73333333333333,0.99362,41,6.2,0.22,187,0
9.4,0.99512,48,7.9,0.29,197,0
9.4,0.99512,48,7.9,0.29,197,0
12.8,0.9895,32,3.3,0.29,140,1
11.05,0.99043,18,2.8,0.19,80,1
9.4,0.99512,48,7.9,0.29,197,0
12.8,0.9895,32,3.3,0.29,140,1
9.73333333333333,0.99391,35,6.3,0.24,182,0
13.1,0.98963,22,4.9,0.3,86,1
11.5,0.99335,26,10.4,0.27,114,1
13.1,0.98963,22,4.9,0.3,86,1
11.5,0.99335,26,10.4,0.27,114,1
9.1,0.99824,26,16,0.305,141,0
9.75,0.99391,35,6.3,0.24,182,0
10.5,0.9917,24,2.2,0.22,125,1
8.8,0.99906,37,17.3,0.22,118,1
8.8,0.99906,37,17.3,0.22,118,1
8.8,0.99906,37,17.3,0.22,118,1
8.8,0.99906,37,17.3,0.22,118,1
10.5,0.9917,24,2.2,0.22,125,1
10.5,0.9917,24,2.2,0.22,125,1
8.8,0.99906,37,17.3,0.22,118,1
9.9,0.99415,30,6.6,0.22,122,1
9.9,0.99418,28,6.5,0.21,123,1
9.9,0.99611,24,12.3,0.32,205,0
12.2,0.99124,33,5,0.44,166,1
10.8,0.99179,59.5,2.8,0.31,162,1
8.7,0.99886,60,13.6,0.36,134,0
13.2,0.98924,17,2.8,0.38,67,1
12.7,0.99045,15,5.4,0.24,94,1
9.4,0.9969,55,10.9,0.56,193,0
11.2,0.99196,18,1.7,0.24,161,1
11.3333333333333,0.99339,25,9.15,0.29,166,1
11.9,0.99224,14,4.5,0.28,92,1
11.35,0.99339,25,9.15,0.29,166,1
10.5,0.99184,51,1.4,0.21,131,0
9.8,0.99428,14,5.9,0.47,125,0
9.1,0.99834,20,16.4,0.34,146,0
12.4,0.98918,36,1.2,0.27,111,1
9.1,0.99834,20,16.4,0.34,146,0
9.8,0.99428,14,5.9,0.47,125,0
11.3,0.99241,24,7.8,0.35,116,1
11.3,0.99241,24,7.8,0.35,116,1
13.1,0.98816,31,2.8,0.46,111,1
12.5,0.98916,15,2.9,0.38,101,1
10.3,0.99329,32,2.5,0.3,122,0
10.7,0.99535,51,12.8,0.28,150,1
10.4,0.99552,29,12.2,0.29,136,1
9.5,0.99514,47,7.7,0.3,184,0
9.8,0.99304,53,2.8,0.39,173,0
12.5,0.98916,15,2.9,0.38,101,1
9.4,0.9984,17,17.3,0.18,149,1
9,0.99911,36,19.3,0.28,174,0
9,0.99911,36,19.3,0.28,174,0
9,0.99911,36,19.3,0.28,174,0
13,0.98952,19,2.7,0.35,129,1
9.9,0.99403,28,6.4,0.22,120,0
9.4,0.9984,17,17.3,0.18,149,1
10.6,0.99312,29,2.4,0.28,157,1
13.4,0.98968,28,2.8,0.42,109,1
12.5,0.98946,31,1.7,0.32,114,1
9.3,0.9981,32,15.4,0.26,141,0
9.3,0.9981,32,15.4,0.26,141,0
11,0.99306,34,4.1,0.32,149,0
10.3,0.99378,40,6.6,0.25,158,0
11.3,0.99036,31,1.2,0.21,95,1
10.9,0.99094,35,2.1,0.23,100,1
11.3,0.9908,35,1,0.145,90,1
12.1,0.9899,24,1.1,0.2,78,1
11.1,0.99173,12,1.4,0.28,83,0
9.8,0.99356,24,1.6,0.36,140,0
10.1,0.99571,50,9.8,0.25,125,1
12.4,0.98945,37,1.9,0.22,110,1
12.7,0.98865,37,1.3,0.2,104,1
9.6,0.99514,53,7.9,0.32,180,0
9.6,0.99514,53,7.9,0.32,180,0
9.1,0.9943,17,4.5,0.555,126,0
12.8,0.99636,55,22.6,0.22,122,0
9.6,0.99514,53,7.9,0.32,180,0
12.4,0.98987,37,3.5,0.3,155,1
9.55,0.99288,7,1.2,0.28,108,0
9.1,0.9943,17,4.5,0.555,126,0
12.5,0.99064,12,2,0.31,74,1
9.9,0.99394,13,7.8,0.15,68,1
11.2,0.99175,32,0.9,0.13,87,1
13,0.98926,28,2.9,0.48,122,1
13,0.98926,28,2.9,0.48,122,1
11.7,0.99057,25,3.5,0.3,116,1
13.1,0.98898,13,4.2,0.28,95,1
12,0.9932,17,9.7,0.19,50,1
10.55,0.9972,30,10.5,0.31,165,1
11.45,0.9902,34,1.1,0.24,84,1
10.2,0.9988,71,16.1,0.23,194,1
11.45,0.9902,34,1.1,0.24,84,1
9.3,0.9958,60,8.1,0.29,150,0
10.8,0.9935,22,6.2,0.2,106,0
12.2,0.9925,20,7.7,0.38,103,1
11,0.992,36,2.4,0.27,175,1
10.4,0.9986,41,16.3,0.54,182,1
11.4,0.9914,32,2.3,0.25,156,1
14.05,0.9909,31,8.4,0.61,104,1
10.7,0.9943,20,8.5,0.32,138,0
10.2,0.994,50,6,0.28,162,0
11.2,0.9904,38,1.1,0.19,100,1
12.3333333333333,0.99,17,1.75,0.305,73,0
11.5,0.9902,75,2.6,0.26,129,0
9.5,0.9925,14,1.3,0.23,100,0
13.4,0.9886,35,2.1,0.33,147,1
12.5,0.9898,24,1.1,0.27,110,1
12.5,0.9898,24,1.1,0.27,110,1
11.2,0.9904,27,2.8,0.4,97,1
8.8,0.9964,28.5,9,0.4,259,0
11.2,0.9908,50,2.8,0.28,118,1
12.7,0.9899,15,2.2,0.32,70,1
9.8,0.993,26,5.1,0.17,82,1
9.8,0.9944,10,3.5,0.2,40,1
11.7,0.9956,24,12.7,0.13,183,1
9.8,0.9949,55,7.5,0.31,230,0
9.6,0.9929,48,2,0.36,191,0
9.8,0.9944,10,3.5,0.2,40,1
9.7,0.9975,79,14.3,0.18,149,0
10,0.995,59.5,9.8,0.16,137,1
11.7,0.9956,24,12.7,0.13,183,1
12.3,0.9946,42,12.7,0.27,206,1
9.8,0.993,26,5.1,0.17,82,1
9,0.9934,18,3.5,0.37,101,1
9.1,0.9984,60.5,12.7,0.26,164.5,1
9.1,0.9984,62,12.9,0.28,162.5,1
9.1,0.9984,62,12.9,0.28,162.5,1
11.4,0.9908,35,1.3,0.12,121,1
10.5,0.9963,41,10.5,0.25,124,0
12.4,0.98914,35,1.5,0.24,105,1
9.1,0.9984,60.5,12.7,0.26,156,1
9.1,0.9984,62,12.9,0.28,152,1
10.1,0.9937,6,1.2,0.18,94,0
10.9,0.993,24,6.2,0.09,134,1
11.05,0.9956,13,8.8,0.14,60,0
12.75,0.98963,36,3.9,0.28,105,1
12.7,0.98961,23,1.3,0.23,111,1
11.1,0.9948,16,9.1,0.28,76,0
11.1,0.9948,16,9.1,0.28,76,0
12.75,0.98963,36,3.9,0.28,105,1
13,0.989315,41,1.8,0.25,101,1
12,0.989435,32,2.1,0.2,95,1
11.5,0.9899,17,1.4,0.29,47,1
10.5,0.998275,51,14.7,0.46,183,0
11.1,0.9948,16,9.1,0.28,76,0
11.1,0.9914,20,1.9,0.23,101,1
11.1,0.9915,25,1.8,0.23,113,1
13.1,0.9924,20,9.6,0.55,104,1
12.75,0.98963,36,3.9,0.28,105,1
12.7,0.98961,23,1.3,0.23,111,1
9.6,0.997,23,11.8,0.45,97,0
11.7,0.9914,32,1.9,0.2,138,0
9.7,0.997,61,12,0.37,210,1
10.9,0.9944,22,7.9,0.21,130,1
10.7,0.9958,22,9.3,0.22,110,1
13.8,0.98889,29,4.6,0.27,107,1
12.15,0.989465,10,2.2,0.26,72,1
10.8,0.9954,28,10.2,0.18,131,1
10.7,0.9947,27,10.6,0.26,119,1
10.8,0.9912,31,1.4,0.23,113,1
10.8,0.9965,26,9.1,0.28,159,0
12,0.9948,43.5,11.1,0.36,171,0
10.8,0.9965,26,9.1,0.28,159,0
12.2,0.9925,17,4.4,0.3,135,1
9.4,0.9936,17,2.8,0.2,126,1
11.4,0.9898,12,1.1,0.29,83,1
12.5,0.98948,26,1.3,0.22,101,1
13.05,0.98823,29,1.2,0.22,97,1
12.4,0.9896,31,3.3,0.32,99,1
12.9,0.9908,39,9.7,0.2,102,1
12,0.9906,25,2.3,0.35,133,1
11.3,0.9904,23,1.1,0.3,56,0
10,0.99754,25,11.4,0.15,96,1
11.8,0.9898,40,1.2,0.13,98,1
9.4,0.998365,53,14.7,0.2,125,1
8.8,0.99837,44,13.8,0.2,112,1
11.1,0.99125,32,1.3,0.27,138,1
10.5,0.9943,35,6.3,0.37,146,1
9.3,0.99488,60,7.9,0.23,150,1
11.4,0.99034,12,2,0.34,110,1
11.8,0.99322,23,11.8,0.33,158,1
12.4,0.98895,31,1.2,0.29,132,1
11.6,0.99457,22,10,0.33,108,1
11.1,0.99304,30,5.2,0.3,137,0
12.4,0.98895,31,1.2,0.29,132,1
11.1,0.99331,42,7.2,0.33,168,1
11,0.99435,21,9.9,0.33,251,1
12.2,0.99122,27,5.3,0.45,165,1
11,0.99544,20,13.55,0.36,113,1
12.9,0.989,26,2.2,0.42,129,1
10.9,0.99414,29,9.9,0.39,124,1
13.4,0.99014,20,4.3,0.53,114,1
10.7,0.99551,32,13,0.66,75,1
11,0.99544,20,13.55,0.36,113,1
11.4,0.9908,23,1,0.16,75,1
10.2,0.9927,20,1.1,0.22,116,1
11,0.99244,45,6.9,0.23,116,1
9.1,0.99752,45,13.4,0.17,139,1
11,0.99114,40,4.6,0.33,124,1
11.5,0.99326,40,9.9,0.38,146,1
12,0.9906,38,3,0.29,93,1
11.2,0.993,16,5.8,0.29,112,0
11.2,0.99479,31,12.9,0.28,177,1
12.6,0.98942,13,3.2,0.36,73,1
11,0.99036,8,0.8,0.615,50,0
10.8,0.99201,12,2.5,0.44,73,1
10.9,0.99184,19,2.4,0.42,77,0
9.8,0.99441,48,7.2,0.34,146,0
9.8,0.99442,42,7.3,0.27,145,0
9.5,0.99474,27,6.3,0.33,166,0
11.2666666666667,0.9916,43,4.25,0.44,132,1
10.8,0.99198,26,1.2,0.28,99,0
13.4,0.98949,23,2,0.5,129,1
11.3,0.9916,43,4.25,0.44,132,1
8.9,0.99556,33,4.7,0.62,196,0
11.2,0.99151,36,4.5,0.38,119,1
11.5,0.99158,30,1.4,0.305,95,1
13,0.9902,35,4.1,0.5,131,1
12.6,0.99204,20,5.3,0.4,125,1
13.1,0.98988,15,4.2,0.4,91,1
11.2,0.99344,6,6.65,0.49,158,0
11.7,0.99394,50,8.2,0.3,199,1
10.9,0.99153,24,2.6,0.19,99,1
10.9,0.99153,24,2.6,0.19,99,1
11.6,0.98981,14,2,0.24,73,1
10.4,0.99524,43,12.2,0.25,127,1
10.9,0.99221,31,2.3,0.21,102,1
11.7,0.99394,50,8.2,0.3,199,1
10.8,0.99318,50,5,0.28,188,1
11.2,0.99366,49,10.7,0.29,136,1
10,0.99494,26,10.8,0.345,120,1
10.5666666666667,0.99212,39,1.7,0.51,177,0
11.7333333333333,0.99018,42,1.3,0.24,118,1
10.6,0.99212,39,1.7,0.51,177,0
10.5,0.99596,59,12.7,0.54,195,1
11.75,0.99018,42,1.3,0.24,118,1
11.4,0.99094,43,1.2,0.26,126,1
12.4,0.98968,25,1.3,0.24,98,1
10.1,0.99392,47,5.7,0.21,197,1
12.3,0.99024,40,3.4,0.29,122,1
13.1,0.98774,49,1.1,0.24,158,1
10.65,0.99094,24,1,0.18,88,1
11.4,0.99044,35,1,0.26,101,1
9.3,0.9938,40,1.65,0.61,240,0
10.2,0.99432,9,6.8,0.695,84,0
10.2,0.99432,9,6.8,0.695,84,0
13.1,0.98966,49,4.9,0.39,113,1
9.6,0.99309,59,1.4,0.38,210,0
12.8,0.98868,18,2.5,0.36,73,1
10.9666666666667,0.9937,55,10.8,0.29,149,1
10.9666666666667,0.9937,55,10.8,0.29,149,1
10.9666666666667,0.9937,55,10.8,0.29,149,1
11,0.9937,55,10.8,0.29,149,1
13.4,0.98975,43,2.8,0.43,132,1
11.2,0.98984,28,1.3,0.25,85,1
12.4,0.99063,14,2,0.33,79,1
11.2,0.99168,35,1.1,0.23,150,0
12.4,0.99272,44,8.2,0.17,111,1
10.1333333333333,0.99362,30,6,0.17,111,1
10.1333333333333,0.99365,31,6.1,0.16,114,1
12.4,0.99272,44,8.2,0.17,111,1
9.1,0.99642,36,8.8,0.31,221,0
10.15,0.99365,31,6.1,0.16,114,1
10.15,0.99362,30,6,0.17,111,1
11.5,0.99134,12,1.2,0.44,117,0
8.9,0.99732,57,11.4,0.285,137,1
10.4666666666667,0.99212,69,1.3,0.335,168,0
10.4666666666667,0.99212,69,1.3,0.335,168,0
11.8,0.99161,37,6.2,0.28,104,1
11.6333333333333,0.9912,41,3.2,0.35,151,1
10.6,0.99332,58,4.5,0.21,140,1
9.6,0.99636,41,9.9,0.25,128,1
11.8,0.99161,37,6.2,0.28,104,1
8.9,0.99732,57,11.4,0.285,137,1
10.5,0.99212,69,1.3,0.335,168,0
10.2,0.99271,25,1.3,0.63,133,0
13.1,0.98845,11,0.9,0.27,49,1
11.8,0.9899,15,0.7,0.32,66,1
12.2,0.99004,39,1,0.33,120,1
11.45,0.99097,52,1,0.24,184,1
10.5,0.9966,23,10.4,0.26,114,0
10.2,0.99271,25,1.3,0.63,133,0
9,0.99666,18,12.5,0.16,156,1
9,0.99666,18,12.5,0.16,156,1
9,0.99666,18,12.5,0.16,156,1
9,0.99666,18,12.5,0.16,156,1
9.1,0.99954,38,19.25,0.19,167,1
8.8,0.99414,26,1.1,0.36,173,0
9,0.99666,18,12.5,0.16,156,1
9.1,0.99954,38,19.25,0.19,167,1
12.9,0.99188,29,9,0.35,113,1
13,0.98926,19,1.2,0.15,84,1
12.9,0.99188,29,9,0.35,113,1
9.2,0.99334,34,1.3,0.27,121,1
9.8,0.99659,60,12.8,0.3,168,0
9.8,0.99659,60,12.8,0.3,168,0
10.1,0.9948,34,7.6,0.69,144,1
10.1,0.9948,34,7.6,0.69,144,1
10.9,0.99074,36,1.4,0.12,83,1
9.6,0.9955,51,8.3,0.36,202,1
10.4,0.99474,32,9,0.27,111,1
11.8,0.98966,25,1.85,0.22,111,1
10.8,0.99564,31,12.55,0.205,115,1
10.6,0.99246,26,1.4,0.33,109,1
12.7,0.98984,45,1.8,0.21,142,1
12.2,0.99031,27,4,0.33,108,1
10.8,0.99564,31,12.55,0.205,115,1
10.4,0.99474,32,9,0.27,111,1
11.1,0.99216,19,3,0.28,98,1
11.8,0.98966,25,1.85,0.22,111,1
10,0.99512,17,7.9,0.15,81,1
10.8,0.9909,10,2.6,0.315,69,1
10.3,0.99132,47,1.2,0.225,130,1
9.9,0.99378,32,7.1,0.24,134,1
10,0.99512,17,7.9,0.15,81,1
12.25,0.99044,18,1.3,0.27,93,0
10.2,0.99521,27,10.7,0.32,98,1
9.4,0.99489,37,7.7,0.25,132,1
9.7,0.99495,58,8.4,0.42,180,1
10.2,0.99521,27,10.7,0.32,98,1
10.4,0.9954,33,12.7,0.31,116,1
12.2,0.99121,35,1.8,0.48,96,1
9.4,0.99489,37,7.7,0.25,132,1
10.6,0.99478,36,10.5,0.21,122,1
10.7,0.99346,4,1.6,0.32,65,0
11.85,0.99331,13,1.85,0.3,106,0
11.7,0.99321,53,10.5,0.31,140,1
11.7,0.99321,53,10.5,0.31,140,1
10.15,0.99218,47,1,0.185,123,1
11.6333333333333,0.9898,31,1.2,0.16,68,1
10.8,0.99144,14,1.7,0.17,61,1
10.8,0.99143,13,1.6,0.16,61,1
12.3,0.99234,41,9,0.24,134,1
12.5,0.98972,33,1.9,0.3,118,1
11.65,0.9898,31,1.2,0.16,68,1
9.6,0.99308,56,1.5,0.32,189,0
10.9,0.99218,42,3.9,0.27,137,1
10.8,0.99215,36,3.6,0.27,133,1
11.2,0.99185,63,1.2,0.14,148,0
10,0.99438,17,5,0.24,101,0
10.5,0.99314,289,2.9,0.26,440,0
9.1,0.99542,61,10.4,0.23,132,1
10.5,0.99428,25,11.4,0.26,93,1
9.3,0.99943,33,18.35,0.34,184,0
9.3,0.99946,28,18.4,0.35,182,1
11.2,0.99185,63,1.2,0.14,148,0
10.6,0.99472,48,7.1,0.36,185,1
12.1,0.9891,40,1.3,0.25,78,1
12,0.99076,35,1.5,0.16,100,1
9.7,0.99632,40,10.2,0.19,106,1
12.4,0.99,21,2.2,0.29,92,1
13.6,0.98872,38,3.5,0.38,111,1
13.6,0.98872,38,3.5,0.38,111,1
11.8,0.99102,27,3.9,0.2,140,1
10,0.99388,45,7.4,0.17,128,1
10,0.99388,45,7.4,0.17,128,1
9.1,0.99602,46,11,0.15,116,1
11.9,0.99057,19,1.5,0.48,78,1
11.75,0.99072,45,3.9,0.4,130,1
11.4,0.99224,34,5.4,0.26,116,1
13,0.98942,18,1.5,0.3,96,1
12.4,0.99171,28,5,0.32,138,1
9.4,0.99352,34,1.2,0.19,181,1
9.6,0.99705,69,13,0.27,160,1
9.6,0.99705,69,13,0.27,160,1
9.6,0.99705,69,13,0.27,160,1
9.6,0.99705,69,13,0.27,160,1
9.1,0.99654,47,8.6,0.28,223,0
12,0.98953,17,1.7,0.21,61,1
11.2,0.99132,6,1.2,0.24,132,0
10.1,0.99204,42,1.2,0.27,124,1
10.3,0.99185,47,1.2,0.27,130,1
12.3,0.98952,31,2,0.27,102,1
10.55,0.99704,28,19.4,0.315,106,1
10.9,0.99032,30,0.8,0.59,95,0
9.7,0.99382,36,6.3,0.3,138,0
9.8,0.99382,34,6.4,0.3,142,0
8.9,0.9974,38,12.1,0.3,127,1
8.9,0.9974,38,12.1,0.3,127,1
10.2,0.99546,55,12.9,0.31,161,0
11.7,0.99088,28,2.4,0.25,76,1
12.8,0.98904,31,4.3,0.32,127,1
12.8,0.989,29,4.2,0.225,118,1
10.2,0.99546,55,12.9,0.31,161,0
13.55,0.98758,24,1.7,0.62,118,1
11.6,0.9901,28,2.2,0.3,128,1
8.9,0.9974,38,12.1,0.3,127,1
13.8,0.98981,23,3.4,0.785,134,1
9.4,0.9952,47,7.4,0.31,159,1
9.4,0.99519,46,7.3,0.32,159,0
10.7,0.99142,44,1.1,0.105,140,1
10.7,0.99142,44,1.1,0.105,140,1
12.3,0.9897,28,1.4,0.33,93,1
10.3,0.99684,37,14.5,0.32,115,0
10.4,0.99445,35,8,0.26,111,1
11.6,0.99051,45,1.1,0.2,126,1
10.7,0.99142,44,1.1,0.105,140,1
12.8,0.98986,24,2.2,0.28,125,1
11.9,0.99189,42,5.8,0.31,111,1
12.1,0.98934,9,0.9,0.35,65,0
9.2,0.99449,26,6.4,0.26,99,1
9.5,0.99566,37,10.9,0.28,131,1
11,0.99252,39,7.3,0.17,104,1
10.9,0.9959,10,8.3,0.35,100,0
10.4,0.9924,66,1.3,0.26,150,1
9.1,0.99482,29,3.3,0.375,147,0
11.4,0.99103,19,1,0.17,71,1
11.4,0.98946,46,1.1,0.26,113,1
9.7,0.99212,63,1,0.36,178,0
12.4,0.99052,17,5.1,0.4,113,1
13.7,0.99026,18,3.2,0.76,120,1
10.6,0.99516,54,12.6,0.41,136,1
11.2,0.99128,38,3.7,0.385,122,1
13.1333333333333,0.9891,18,1.7,0.27,82,1
12.4,0.99052,17,5.1,0.4,113,1
9.7,0.99212,63,1,0.36,178,0
11,0.99176,18,1.3,0.24,131,1
11.3,0.99162,35,1.5,0.23,165,1
12,0.99193,22,4.6,0.28,130,1
9.2,0.9967,54,10.3,0.23,140,0
10.7,0.99462,29,6.1,0.34,134,1
10.7,0.99462,29,6.1,0.34,134,1
11.4,0.99058,36,1.2,0.22,86,1
9.2,0.9967,54,10.3,0.23,140,0
12.1,0.99258,22,9.9,0.32,90,1
11.1,0.99138,17,1.6,0.29,140,1
9.7,0.99271,20,1.1,0.38,140,1
10.7,0.9917,17,1.5,0.32,141,0
10.9,0.99126,33,1.2,0.33,97,1
12,0.98986,35,1.5,0.37,95,1
10.6,0.99154,40,1.1,0.295,102,1
9.6,0.99642,18,11.5,0.5,92,0
13.1,0.99154,54,7.8,0.28,216,1
11,0.99313,28,7.4,0.275,114,1
11.6,0.99125,10,1.45,0.405,44,0
11.95,0.99318,44,8.9,0.34,128,1
11.1,0.99099,97,1.1,0.22,175,1
11.5,0.99004,50,1,0.28,92,1
11.3,0.99093,47,2.5,0.34,182,0
11.9,0.98924,38,1.1,0.29,180,1
9.5,0.99336,15,2.4,0.38,93,0
12.2,0.98944,40,2.3,0.3,150,1
12.2,0.99022,52,5.1,0.54,97,1
11.1,0.99146,67,2.5,0.36,161,1
9.6,0.99488,52,8.9,0.33,164,0
11.1,0.99146,67,2.5,0.36,161,1
9.6,0.99488,52,8.9,0.33,164,0
11.4,0.99176,12,1.6,0.23,113,0
11.4,0.99001,20,1.4,0.25,77,0
12.0666666666667,0.99005,22,3.9,0.35,79,1
9,0.99755,26,13.7,0.23,172,1
9,0.99755,26,13.7,0.23,172,1
11.4,0.99444,19,9.2,0.38,116,1
9.6,0.99502,53,7.8,0.35,177,0
11,0.99222,25,7.6,0.43,118,1
11,0.99224,24,7.7,0.52,119,1
11.2,0.99067,16,3,0.31,102,1
11.55,0.99069,42,1.3,0.22,86,1
13.3,0.98936,44,4,0.36,92,1
9.63333333333333,0.99266,22,1.1,0.41,148,0
13.6,0.98822,31,2,0.355,95,1
11.2,0.99138,30,1.9,0.41,112,1
13,0.98854,3,1.4,0.6,60,1
10.8,0.99324,42,4.5,0.23,124,1
9.8,0.99626,8,10.1,0.24,81,1
11.45,0.99188,29,6.6,0.32,132,1
12.05,0.9897,20,1.9,0.2,98,1
9.7,0.99622,50,12.4,0.42,179,0
11.9,0.99044,33,1.6,0.21,122,1
10,0.99282,16,2.5,0.2,125,1
9.7,0.99245,18,1.2,0.22,97,1
11.6,0.99132,34,2.5,0.38,117,1
8.8,0.99286,12,0.8,0.54,82,0
9.5,0.99234,6,0.9,0.53,81,0
9.53333333333333,0.99494,68,8.1,0.34,170,1
9.53333333333333,0.99494,68,8.1,0.34,170,1
9.4,0.9954,34,11.75,0.235,118,1
10.7,0.99184,45,1.3,0.32,156,0
11.5,0.98964,60,1.9,0.47,148,1
9.6,0.99492,68,8.3,0.33,174,0
9.55,0.99494,68,8.1,0.34,170,1
12.15,0.99168,45,5.7,0.21,121,1
13,0.98928,5,1.9,0.41,56,1
9.2,0.9933,38,1.2,0.22,127,0
9.4,0.9954,34,11.75,0.235,118,1
11.8,0.98938,25,2.2,0.34,100,1
10.6,0.99074,38,0.9,0.21,121,1
9.7,0.99298,29,1.3,0.23,112,0
11.2,0.99114,24,1.6,0.21,92,1
9.6,0.9949,57,8,0.32,168,0
9.4,0.99254,30,1.2,0.24,111,1
12.8,0.98869,20,1.1,0.29,110,1
11.8,0.98941,22,0.8,0.21,98,1
